notes,visibility,startime,duration,survey,depth,year,month,day,exceldate,site,transect,fixed_transect,lunar day,repeatdays,repeatpair,TransectMatchCode,popaa,popaj,micha,michj,popla,poplj,polea,polej,povaa,povaj,podia,podij,pofua,pofuj,chcya,chcyj,chmua,chmuj,chinj,absaa,thbia,thbij,hagaa,hagaj,habia,habij,haraa,haraj,hapoa,hapoj,hamaa,hamaj,hacya,hacyj,clpaa,clpaj,hapia,hapij,lamaa,borua,boruj,sccra,sccrj,sctaa,spvia,spvij,spaua,spauj,scvea,scgua,scvej,sprua,spruj,sccoa,spcha,spchj,spraa,spata,spatj,crroa,niusa,chcaa,chcaj,chsta,chstj,chsea,chocj,accoa,accoj,acbaa,acbaj,accha,acchj,hypua,hyuna,hynia,hynij,hycha,hychj,hygua,hyguj,hyspa,hyina,hyspj,epgua,epguj,epcra,epcrj,epada,epadj,epfua,epfuj,setia,setij,epsta,mytia,myvea,setaa,setaj,setoa,caroa,caroj,spspa,spdoa,hafla,haflj,anvia,hacaa,hasta,hapla,haaua,haauj,hacha,hacra,hasca,hamea,ansua,haunj,aumaa,aumaj,psmaa,mumaa,mumaj,eqpua,eqpuj,eqaca,eqlaa,syina,hocia,poara,porua,ceara,hotra,oddea,luapa,occha,occhj,lusya,lujoa,lugra,lumaa,latrj,latra,labia,laqua,motua,motuj,mocia,capua,camaa,alsca,ampia,bacaa,bavea,menia,gecia,cacaa,capea,dihya,chfa,invia,grloa,ptvoa,aptvoj,kysea
exclude,12,16:00,,bvi,25,2004,july,25,25/7,George Dog South ,1,n,,,,bvi-25-2004-july-25-George Dog South -1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,12,16:00,,bvi,25,2004,july,25,25/7,George Dog South ,2,n,,,,bvi-25-2004-july-25-George Dog South -2,13,2,0,0,0,0,6,3,0,0,0,0,0,0,4,4,0,0,0,0,6,11,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,12,16:00,,bvi,25,2004,july,25,25/7,George Dog South ,3,n,,,,bvi-25-2004-july-25-George Dog South -3,3,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,1,12,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,13,11:10,10,bvi,30,2004,july,26,26/7,Dead Chest,1,n,,,,bvi-30-2004-july-26-Dead Chest-1,4,4,0,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,0,0,8,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,13,11:21,11,bvi,30,2004,july,26,26/7,Dead Chest,2,n,,,,bvi-30-2004-july-26-Dead Chest-2,5,8,1,0,2,0,2,0,0,0,1,0,0,0,40,20,0,20,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
exclude,13,11:33,10,bvi,30,2004,july,26,26/7,Dead Chest,3,n,,,,bvi-30-2004-july-26-Dead Chest-3,5,5,0,0,2,0,3,0,0,1,9,0,0,0,20,0,0,0,0,0,0,12,4,4,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,4,0,0,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
reefcheck,11,13:28,11,bvi,27,2004,july,26,26/7,Pelican Island,1,n,,,,bvi-27-2004-july-26-Pelican Island-1,5,6,0,0,10,8,3,0,0,0,8,0,0,0,40,20,0,0,0,0,0,12,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,2,0,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
reefcheck,11,13:41,12,bvi,27,2004,july,26,26/7,Pelican Island,2,n,,,,bvi-27-2004-july-26-Pelican Island-2,7,2,0,0,14,2,2,1,0,0,7,0,0,0,30,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reefcheck,11,13:53,11,bvi,27,2004,july,26,26/7,Pelican Island,3,n,,,,bvi-27-2004-july-26-Pelican Island-3,9,2,0,0,10,3,2,2,0,0,10,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
exclude,12,15:17,13,bvi,28,2004,july,26,26/7,Norman Island,1,n,,,,bvi-28-2004-july-26-Norman Island-1,0,2,0,0,31,3,4,0,0,0,0,0,0,0,30,0,30,0,0,0,2,6,5,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,23,22,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,12,15:33,12,bvi,28,2004,july,26,26/7,Norman Island,2,n,,,,bvi-28-2004-july-26-Norman Island-2,6,0,0,0,27,0,1,0,0,1,2,0,0,0,20,0,0,0,0,0,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
exclude,12,15:47,12,bvi,28,2004,july,26,26/7,Norman Island,3,n,,,,bvi-28-2004-july-26-Norman Island-3,1,1,0,0,37,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
exclude,4.7,11:17,8,bvi,30,2004,july,28,28/7,Sandy Cay,1,n,,,,bvi-30-2004-july-28-Sandy Cay-1,2,0,0,0,4,1,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,4.7,11:26,7,bvi,30,2004,july,28,28/7,Sandy Cay,2,n,,,,bvi-30-2004-july-28-Sandy Cay-2,3,0,0,0,3,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,4.7,11:34,8,bvi,30,2004,july,28,28/7,Sandy Cay,3,n,,,,bvi-30-2004-july-28-Sandy Cay-3,1,1,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,5,13:37,10,bvi,28,2004,july,28,28/7,Great Thatch,1,n,,,,bvi-28-2004-july-28-Great Thatch-1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,5,13:48,10,bvi,28,2004,july,28,28/7,Great Thatch,2,n,,,,bvi-28-2004-july-28-Great Thatch-2,0,1,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,5,13:59,8,bvi,28,2004,july,28,28/7,Great Thatch,3,n,,,,bvi-28-2004-july-28-Great Thatch-3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,4.5,15:40,7,bvi,34,2004,july,28,28/7,Belmont Point,1,n,,,,bvi-34-2004-july-28-Belmont Point-1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,4.5,15:48,6,bvi,34,2004,july,28,28/7,Belmont Point,2,n,,,,bvi-34-2004-july-28-Belmont Point-2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exclude,4.5,15:55,7,bvi,34,2004,july,28,28/7,Belmont Point,3,n,,,,bvi-34-2004-july-28-Belmont Point-3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"outside damaged area, not on tran",4.5,9:21,10,main,30,2004,october,17,17/10,crab,1,n,,,,main-30-2004-october-17-crab-1,2,0,1,0,4,1,7,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"outside damaged area, not on tran",4.5,9:35,10,main,30,2004,october,17,17/10,crab,2,n,,,,main-30-2004-october-17-crab-2,0,0,2,0,27,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,19,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in damaged area,4.5,9:48,9,main,30,2004,october,17,17/10,crab,3,n,,,,main-30-2004-october-17-crab-3,0,0,0,2,14,3,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5,14:11,9,main,30,2004,october,17,17/10,muskN,1,n,,,,main-30-2004-october-17-muskN-1,6,2,0,0,13,0,9,0,0,0,0,0,0,0,20,0,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chua started to count before me,4.5,14:22,12,main,30,2004,october,17,17/10,muskN,2,n,,,,main-30-2004-october-17-muskN-2,8,1,1,0,14,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,28,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"saw one hamlet, shy colour with yellow fins",4.5,14:35,12,main,30,2004,october,17,17/10,muskN,t,y,,,,main-30-2004-october-17-muskN-t,3,0,0,0,20,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,33,16,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in damaged area,5.5,9:01,8,main,30,2004,october,18,18/10,crab,1,n,,,,main-30-2004-october-18-crab-1,3,2,0,0,11,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,9,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in damaged area,5.5,9:12,10,main,30,2004,october,18,18/10,crab,t,y,,,,main-30-2004-october-18-crab-t,3,2,1,0,11,3,9,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5,9:24,11,main,30,2004,october,18,18/10,crab,2,n,,,,main-30-2004-october-18-crab-2,2,3,2,0,6,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,4,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6,13:30,10,main,30,2004,october,18,18/10,iguana,t,y,,,,main-30-2004-october-18-iguana-t,4,7,2,0,18,2,5,0,0,1,0,0,0,0,0,0,30,0,0,0,24,0,3,2,0,0,1,0,0,0,8,0,0,0,14,0,0,0,0,0,0,24,24,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6,13:42,12,main,30,2004,october,18,18/10,iguana,1,n,,,,main-30-2004-october-18-iguana-1,3,1,0,0,20,4,10,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6,13:56,11,main,30,2004,october,18,18/10,iguana,2,n,,,,main-30-2004-october-18-iguana-2,1,2,3,0,19,2,10,2,0,0,0,0,0,0,15,0,29,0,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,1,1,4,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
